PurchaseOrderID,MaterialID,SupplierID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,UnitCost,TotalCost,Status
PO000441,M10,S03,Vindhya Herb Traders,2024-08-12,2024-08-27,2024-08-27,240,240.0,57600.0,Delivered On Time
PO000442,M10,S03,Vindhya Herb Traders,2024-08-26,2024-09-10,2024-09-10,220,240.0,52800.0,Delivered On Time
PO000443,M10,S03,Vindhya Herb Traders,2024-09-09,2024-09-24,2024-09-24,250,240.0,60000.0,Delivered On Time
PO000444,M10,S03,Vindhya Herb Traders,2024-09-30,2024-10-15,2024-10-15,190,240.0,45600.0,Delivered On Time
PO000445,M10,S03,Vindhya Herb Traders,2024-10-21,2024-11-05,2024-11-05,170,240.0,40800.0,Delivered On Time
PO000446,M10,S03,Vindhya Herb Traders,2024-11-18,2024-12-03,2024-12-03,210,240.0,50400.0,Delivered On Time
PO000447,M11,S03,Vindhya Herb Traders,2022-02-14,2022-03-01,2022-03-01,230,200.0,46000.0,Delivered On Time
PO000448,M11,S03,Vindhya Herb Traders,2022-03-21,2022-04-05,2022-04-05,240,200.0,48000.0,Delivered On Time
PO000449,M11,S03,Vindhya Herb Traders,2022-04-18,2022-05-03,2022-05-03,310,200.0,62000.0,Delivered On Time
PO000450,M11,S03,Vindhya Herb Traders,2022-05-02,2022-05-17,2022-05-17,250,200.0,50000.0,Delivered On Time
PO000451,M11,S03,Vindhya Herb Traders,2022-05-16,2022-05-31,2022-06-07,240,200.0,48000.0,Delivered Late
PO000452,M11,S03,Vindhya Herb Traders,2022-05-30,2022-06-14,2022-06-14,200,200.0,40000.0,Delivered On Time
PO000453,M11,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,240,200.0,48000.0,Delivered On Time
PO000454,M11,S03,Vindhya Herb Traders,2022-06-27,2022-07-12,2022-07-12,250,200.0,50000.0,Delivered On Time
PO000455,M11,S03,Vindhya Herb Traders,2022-07-11,2022-07-26,2022-08-02,230,200.0,46000.0,Delivered Late
PO000456,M11,S03,Vindhya Herb Traders,2022-07-25,2022-08-09,2022-08-09,250,200.0,50000.0,Delivered On Time
PO000457,M11,S03,Vindhya Herb Traders,2022-08-08,2022-08-23,2022-08-23,240,200.0,48000.0,Delivered On Time
PO000458,M11,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-20,260,200.0,52000.0,Delivered On Time
PO000459,M11,S03,Vindhya Herb Traders,2022-10-17,2022-11-01,2022-11-01,220,200.0,44000.0,Delivered On Time
PO000460,M11,S03,Vindhya Herb Traders,2022-11-28,2022-12-13,2022-12-13,230,200.0,46000.0,Delivered On Time
PO000461,M11,S03,Vindhya Herb Traders,2023-01-09,2023-01-24,2023-01-24,200,200.0,40000.0,Delivered On Time
PO000462,M11,S03,Vindhya Herb Traders,2023-02-06,2023-02-21,2023-02-21,260,200.0,52000.0,Delivered On Time
PO000463,M11,S03,Vindhya Herb Traders,2023-03-06,2023-03-21,2023-03-28,220,200.0,44000.0,Delivered Late
PO000464,M11,S03,Vindhya Herb Traders,2023-04-03,2023-04-18,2023-04-18,240,200.0,48000.0,Delivered On Time
PO000465,M11,S03,Vindhya Herb Traders,2023-04-17,2023-05-02,2023-05-09,260,200.0,52000.0,Delivered Late
PO000466,M11,S03,Vindhya Herb Traders,2023-05-01,2023-05-16,2023-05-16,220,200.0,44000.0,Delivered On Time
PO000467,M11,S03,Vindhya Herb Traders,2023-05-22,2023-06-06,2023-06-06,280,200.0,56000.0,Delivered On Time
PO000468,M11,S03,Vindhya Herb Traders,2023-06-05,2023-06-20,2023-06-20,280,200.0,56000.0,Delivered On Time
PO000469,M11,S03,Vindhya Herb Traders,2023-06-26,2023-07-11,2023-07-11,300,200.0,60000.0,Delivered On Time
PO000470,M11,S03,Vindhya Herb Traders,2023-07-10,2023-07-25,2023-07-25,260,200.0,52000.0,Delivered On Time
PO000471,M11,S03,Vindhya Herb Traders,2023-07-24,2023-08-08,2023-08-08,220,200.0,44000.0,Delivered On Time
PO000472,M11,S03,Vindhya Herb Traders,2023-08-07,2023-08-22,2023-08-22,210,200.0,42000.0,Delivered On Time
PO000473,M11,S03,Vindhya Herb Traders,2023-08-28,2023-09-12,2023-09-12,240,200.0,48000.0,Delivered On Time
PO000474,M11,S03,Vindhya Herb Traders,2023-10-02,2023-10-17,2023-10-17,240,200.0,48000.0,Delivered On Time
PO000475,M11,S03,Vindhya Herb Traders,2023-11-13,2023-11-28,2023-11-28,240,200.0,48000.0,Delivered On Time
PO000476,M11,S03,Vindhya Herb Traders,2023-12-25,2024-01-09,2024-01-09,210,200.0,42000.0,Delivered On Time
PO000477,M11,S03,Vindhya Herb Traders,2024-01-29,2024-02-13,2024-02-13,270,200.0,54000.0,Delivered On Time
PO000478,M11,S03,Vindhya Herb Traders,2024-02-19,2024-03-05,2024-03-12,200,200.0,40000.0,Delivered Late
PO000479,M11,S03,Vindhya Herb Traders,2024-03-18,2024-04-02,2024-04-02,270,200.0,54000.0,Delivered On Time
PO000480,M11,S03,Vindhya Herb Traders,2024-04-08,2024-04-23,2024-04-23,200,200.0,40000.0,Delivered On Time
PO000481,M11,S03,Vindhya Herb Traders,2024-04-22,2024-05-07,2024-05-07,320,200.0,64000.0,Delivered On Time
PO000482,M11,S03,Vindhya Herb Traders,2024-05-06,2024-05-21,2024-05-21,280,200.0,56000.0,Delivered On Time
PO000483,M11,S03,Vindhya Herb Traders,2024-05-20,2024-06-04,2024-06-04,290,200.0,58000.0,Delivered On Time
PO000484,M11,S03,Vindhya Herb Traders,2024-06-03,2024-06-18,2024-06-18,300,200.0,60000.0,Delivered On Time
PO000485,M11,S03,Vindhya Herb Traders,2024-06-17,2024-07-02,2024-07-02,300,200.0,60000.0,Delivered On Time
PO000486,M11,S03,Vindhya Herb Traders,2024-07-01,2024-07-16,2024-07-16,310,200.0,62000.0,Delivered On Time
PO000487,M11,S03,Vindhya Herb Traders,2024-07-15,2024-07-30,2024-07-30,300,200.0,60000.0,Delivered On Time
PO000488,M11,S03,Vindhya Herb Traders,2024-07-29,2024-08-13,2024-08-13,280,200.0,56000.0,Delivered On Time
PO000489,M11,S03,Vindhya Herb Traders,2024-08-12,2024-08-27,2024-08-27,240,200.0,48000.0,Delivered On Time
PO000490,M11,S03,Vindhya Herb Traders,2024-09-02,2024-09-17,2024-09-17,260,200.0,52000.0,Delivered On Time
PO000491,M11,S03,Vindhya Herb Traders,2024-10-07,2024-10-22,2024-10-22,230,200.0,46000.0,Delivered On Time
PO000492,M11,S03,Vindhya Herb Traders,2024-11-11,2024-11-26,2024-11-26,210,200.0,42000.0,Delivered On Time
PO000493,M11,S03,Vindhya Herb Traders,2024-12-02,2024-12-17,2024-12-17,210,200.0,42000.0,Delivered On Time
PO000494,M13,S03,Vindhya Herb Traders,2022-01-10,2022-01-25,2022-01-25,110,270.0,29700.0,Delivered On Time
PO000495,M13,S03,Vindhya Herb Traders,2022-02-21,2022-03-08,2022-03-08,80,270.0,21600.0,Delivered On Time
PO000496,M13,S03,Vindhya Herb Traders,2022-03-28,2022-04-12,2022-04-12,90,270.0,24300.0,Delivered On Time
PO000497,M13,S03,Vindhya Herb Traders,2022-05-09,2022-05-24,2022-05-31,100,270.0,27000.0,Delivered Late
PO000498,M13,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,100,270.0,27000.0,Delivered On Time
PO000499,M13,S03,Vindhya Herb Traders,2022-07-18,2022-08-02,2022-08-02,90,270.0,24300.0,Delivered On Time
PO000500,M13,S03,Vindhya Herb Traders,2022-08-15,2022-08-30,2022-08-30,90,270.0,24300.0,Delivered On Time
PO000501,M13,S03,Vindhya Herb Traders,2022-09-12,2022-09-27,2022-09-27,130,270.0,35100.0,Delivered On Time
PO000502,M13,S03,Vindhya Herb Traders,2022-09-26,2022-10-11,2022-10-11,80,270.0,21600.0,Delivered On Time
PO000503,M13,S03,Vindhya Herb Traders,2022-10-10,2022-10-25,2022-10-25,90,270.0,24300.0,Delivered On Time
PO000504,M13,S03,Vindhya Herb Traders,2022-10-24,2022-11-08,2022-11-08,80,270.0,21600.0,Delivered On Time
PO000505,M13,S03,Vindhya Herb Traders,2022-11-07,2022-11-22,2022-11-22,90,270.0,24300.0,Delivered On Time
PO000506,M13,S03,Vindhya Herb Traders,2022-11-21,2022-12-06,2022-12-06,100,270.0,27000.0,Delivered On Time
PO000507,M13,S03,Vindhya Herb Traders,2022-12-05,2022-12-20,2022-12-20,90,270.0,24300.0,Delivered On Time
PO000508,M13,S03,Vindhya Herb Traders,2022-12-19,2023-01-03,2023-01-03,110,270.0,29700.0,Delivered On Time
PO000509,M13,S03,Vindhya Herb Traders,2023-01-02,2023-01-17,2023-01-17,90,270.0,24300.0,Delivered On Time
PO000510,M13,S03,Vindhya Herb Traders,2023-02-13,2023-02-28,2023-02-28,100,270.0,27000.0,Delivered On Time
PO000511,M13,S03,Vindhya Herb Traders,2023-03-27,2023-04-11,2023-04-11,100,270.0,27000.0,Delivered On Time
PO000512,M13,S03,Vindhya Herb Traders,2023-05-08,2023-05-23,2023-05-23,100,270.0,27000.0,Delivered On Time
PO000513,M13,S03,Vindhya Herb Traders,2023-06-05,2023-06-20,2023-06-27,90,270.0,24300.0,Delivered Late
PO000514,M13,S03,Vindhya Herb Traders,2023-07-03,2023-07-18,2023-07-18,90,270.0,24300.0,Delivered On Time
PO000515,M13,S03,Vindhya Herb Traders,2023-08-07,2023-08-22,2023-08-22,100,270.0,27000.0,Delivered On Time
PO000516,M13,S03,Vindhya Herb Traders,2023-09-04,2023-09-19,2023-09-19,100,270.0,27000.0,Delivered On Time
PO000517,M13,S03,Vindhya Herb Traders,2023-09-18,2023-10-03,2023-10-03,100,270.0,27000.0,Delivered On Time
PO000518,M13,S03,Vindhya Herb Traders,2023-10-02,2023-10-17,2023-10-17,130,270.0,35100.0,Delivered On Time
PO000519,M13,S03,Vindhya Herb Traders,2023-10-16,2023-10-31,2023-10-31,130,270.0,35100.0,Delivered On Time
PO000520,M13,S03,Vindhya Herb Traders,2023-10-30,2023-11-14,2023-11-14,90,270.0,24300.0,Delivered On Time
PO000521,M13,S03,Vindhya Herb Traders,2023-11-13,2023-11-28,2023-11-28,90,270.0,24300.0,Delivered On Time
PO000522,M13,S03,Vindhya Herb Traders,2023-11-27,2023-12-12,2023-12-12,100,270.0,27000.0,Delivered On Time
PO000523,M13,S03,Vindhya Herb Traders,2023-12-18,2024-01-02,2024-01-02,130,270.0,35100.0,Delivered On Time
PO000524,M13,S03,Vindhya Herb Traders,2024-01-01,2024-01-16,2024-01-16,100,270.0,27000.0,Delivered On Time
PO000525,M13,S03,Vindhya Herb Traders,2024-01-29,2024-02-13,2024-02-13,100,270.0,27000.0,Delivered On Time
PO000526,M13,S03,Vindhya Herb Traders,2024-03-04,2024-03-19,2024-03-19,90,270.0,24300.0,Delivered On Time
PO000527,M13,S03,Vindhya Herb Traders,2024-04-08,2024-04-23,2024-04-23,90,270.0,24300.0,Delivered On Time
PO000528,M13,S03,Vindhya Herb Traders,2024-05-13,2024-05-28,2024-05-28,100,270.0,27000.0,Delivered On Time
PO000529,M13,S03,Vindhya Herb Traders,2024-06-10,2024-06-25,2024-06-25,100,270.0,27000.0,Delivered On Time
PO000530,M13,S03,Vindhya Herb Traders,2024-07-08,2024-07-23,2024-07-30,90,270.0,24300.0,Delivered Late
PO000531,M13,S03,Vindhya Herb Traders,2024-08-05,2024-08-20,2024-08-20,100,270.0,27000.0,Delivered On Time
PO000532,M13,S03,Vindhya Herb Traders,2024-08-26,2024-09-10,2024-09-10,100,270.0,27000.0,Delivered On Time
PO000533,M13,S03,Vindhya Herb Traders,2024-09-09,2024-09-24,2024-09-24,120,270.0,32400.0,Delivered On Time
PO000534,M13,S03,Vindhya Herb Traders,2024-09-23,2024-10-08,2024-10-08,130,270.0,35100.0,Delivered On Time
PO000535,M13,S03,Vindhya Herb Traders,2024-10-07,2024-10-22,2024-10-22,150,270.0,40500.0,Delivered On Time
PO000536,M13,S03,Vindhya Herb Traders,2024-10-21,2024-11-05,2024-11-05,100,270.0,27000.0,Delivered On Time
PO000537,M13,S03,Vindhya Herb Traders,2024-11-04,2024-11-19,2024-11-26,120,270.0,32400.0,Delivered Late
PO000538,M13,S03,Vindhya Herb Traders,2024-12-02,2024-12-17,2024-12-17,100,270.0,27000.0,Delivered On Time
PO000539,M14,S03,Vindhya Herb Traders,2022-02-14,2022-03-01,2022-03-01,90,180.0,16200.0,Delivered On Time
PO000540,M14,S03,Vindhya Herb Traders,2022-03-21,2022-04-05,2022-04-05,120,180.0,21600.0,Delivered On Time
PO000541,M14,S03,Vindhya Herb Traders,2022-04-11,2022-04-26,2022-04-26,90,180.0,16200.0,Delivered On Time
PO000542,M14,S03,Vindhya Herb Traders,2022-04-25,2022-05-10,2022-05-10,110,180.0,19800.0,Delivered On Time
PO000543,M14,S03,Vindhya Herb Traders,2022-05-09,2022-05-24,2022-05-24,100,180.0,18000.0,Delivered On Time
PO000544,M14,S03,Vindhya Herb Traders,2022-05-23,2022-06-07,2022-06-07,100,180.0,18000.0,Delivered On Time
PO000545,M14,S03,Vindhya Herb Traders,2022-06-13,2022-06-28,2022-06-28,140,180.0,25200.0,Delivered On Time
PO000546,M14,S03,Vindhya Herb Traders,2022-06-27,2022-07-12,2022-07-12,100,180.0,18000.0,Delivered On Time
PO000547,M14,S03,Vindhya Herb Traders,2022-07-11,2022-07-26,2022-07-26,110,180.0,19800.0,Delivered On Time
PO000548,M14,S03,Vindhya Herb Traders,2022-07-25,2022-08-09,2022-08-09,90,180.0,16200.0,Delivered On Time
PO000549,M14,S03,Vindhya Herb Traders,2022-08-08,2022-08-23,2022-08-23,120,180.0,21600.0,Delivered On Time
PO000550,M14,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-20,100,180.0,18000.0,Delivered On Time
PO000551,M14,S03,Vindhya Herb Traders,2022-10-17,2022-11-01,2022-11-01,100,180.0,18000.0,Delivered On Time
PO000552,M14,S03,Vindhya Herb Traders,2022-12-05,2022-12-20,2022-12-20,100,180.0,18000.0,Delivered On Time
PO000553,M14,S03,Vindhya Herb Traders,2023-01-16,2023-01-31,2023-01-31,90,180.0,16200.0,Delivered On Time
PO000554,M14,S03,Vindhya Herb Traders,2023-02-06,2023-02-21,2023-02-21,90,180.0,16200.0,Delivered On Time
PO000555,M14,S03,Vindhya Herb Traders,2023-03-06,2023-03-21,2023-03-21,100,180.0,18000.0,Delivered On Time
PO000556,M14,S03,Vindhya Herb Traders,2023-04-10,2023-04-25,2023-04-25,130,180.0,23400.0,Delivered On Time
PO000557,M14,S03,Vindhya Herb Traders,2023-04-24,2023-05-09,2023-05-09,100,180.0,18000.0,Delivered On Time
PO000558,M14,S03,Vindhya Herb Traders,2023-05-08,2023-05-23,2023-05-23,100,180.0,18000.0,Delivered On Time
PO000559,M14,S03,Vindhya Herb Traders,2023-05-22,2023-06-06,2023-06-06,110,180.0,19800.0,Delivered On Time
PO000560,M14,S03,Vindhya Herb Traders,2023-06-05,2023-06-20,2023-06-20,130,180.0,23400.0,Delivered On Time
PO000561,M14,S03,Vindhya Herb Traders,2023-06-19,2023-07-04,2023-07-04,110,180.0,19800.0,Delivered On Time
PO000562,M14,S03,Vindhya Herb Traders,2023-07-03,2023-07-18,2023-07-18,100,180.0,18000.0,Delivered On Time
PO000563,M14,S03,Vindhya Herb Traders,2023-07-17,2023-08-01,2023-08-01,100,180.0,18000.0,Delivered On Time
PO000564,M14,S03,Vindhya Herb Traders,2023-07-31,2023-08-15,2023-08-15,120,180.0,21600.0,Delivered On Time
PO000565,M14,S03,Vindhya Herb Traders,2023-08-14,2023-08-29,2023-08-29,90,180.0,16200.0,Delivered On Time
PO000566,M14,S03,Vindhya Herb Traders,2023-09-18,2023-10-03,2023-10-03,110,180.0,19800.0,Delivered On Time
PO000567,M14,S03,Vindhya Herb Traders,2023-11-06,2023-11-21,2023-11-21,110,180.0,19800.0,Delivered On Time
PO000568,M14,S03,Vindhya Herb Traders,2023-12-11,2023-12-26,2023-12-26,100,180.0,18000.0,Delivered On Time
PO000569,M14,S03,Vindhya Herb Traders,2024-01-15,2024-01-30,2024-01-30,110,180.0,19800.0,Delivered On Time
PO000570,M14,S03,Vindhya Herb Traders,2024-02-12,2024-02-27,2024-02-27,100,180.0,18000.0,Delivered On Time
PO000571,M14,S03,Vindhya Herb Traders,2024-03-11,2024-03-26,2024-03-26,120,180.0,21600.0,Delivered On Time
PO000572,M14,S03,Vindhya Herb Traders,2024-04-01,2024-04-16,2024-04-16,90,180.0,16200.0,Delivered On Time
PO000573,M14,S03,Vindhya Herb Traders,2024-04-15,2024-04-30,2024-04-30,90,180.0,16200.0,Delivered On Time
PO000574,M14,S03,Vindhya Herb Traders,2024-04-29,2024-05-14,2024-05-14,110,180.0,19800.0,Delivered On Time
PO000575,M14,S03,Vindhya Herb Traders,2024-05-13,2024-05-28,2024-05-28,130,180.0,23400.0,Delivered On Time
PO000576,M14,S03,Vindhya Herb Traders,2024-05-27,2024-06-11,2024-06-11,140,180.0,25200.0,Delivered On Time
PO000577,M14,S03,Vindhya Herb Traders,2024-06-10,2024-06-25,2024-06-25,140,180.0,25200.0,Delivered On Time
PO000578,M14,S03,Vindhya Herb Traders,2024-06-24,2024-07-09,2024-07-09,160,180.0,28800.0,Delivered On Time
PO000579,M14,S03,Vindhya Herb Traders,2024-07-08,2024-07-23,2024-07-23,130,180.0,23400.0,Delivered On Time
PO000580,M14,S03,Vindhya Herb Traders,2024-07-22,2024-08-06,2024-08-06,130,180.0,23400.0,Delivered On Time
PO000581,M14,S03,Vindhya Herb Traders,2024-08-05,2024-08-20,2024-08-20,120,180.0,21600.0,Delivered On Time
PO000582,M14,S03,Vindhya Herb Traders,2024-08-26,2024-09-10,2024-09-17,90,180.0,16200.0,Delivered Late
PO000583,M14,S03,Vindhya Herb Traders,2024-09-16,2024-10-01,2024-10-01,90,180.0,16200.0,Delivered On Time
PO000584,M14,S03,Vindhya Herb Traders,2024-10-21,2024-11-05,2024-11-05,100,180.0,18000.0,Delivered On Time
PO000585,M14,S03,Vindhya Herb Traders,2024-12-02,2024-12-17,2024-12-17,140,180.0,25200.0,Delivered On Time
PO000586,M15,S04,Shree Base Materials Co.,2022-01-17,2022-01-27,2022-01-27,40,160.0,6400.0,Delivered On Time
PO000587,M15,S04,Shree Base Materials Co.,2022-02-28,2022-03-10,2022-03-10,30,160.0,4800.0,Delivered On Time
PO000588,M15,S04,Shree Base Materials Co.,2022-04-04,2022-04-14,2022-04-14,30,160.0,4800.0,Delivered On Time
PO000589,M15,S04,Shree Base Materials Co.,2022-05-09,2022-05-19,2022-05-19,30,160.0,4800.0,Delivered On Time
PO000590,M15,S04,Shree Base Materials Co.,2022-06-06,2022-06-16,2022-06-16,30,160.0,4800.0,Delivered On Time
PO000591,M15,S04,Shree Base Materials Co.,2022-07-11,2022-07-21,2022-07-21,30,160.0,4800.0,Delivered On Time
PO000592,M15,S04,Shree Base Materials Co.,2022-08-15,2022-08-25,2022-08-25,40,160.0,6400.0,Delivered On Time
PO000593,M15,S04,Shree Base Materials Co.,2022-09-05,2022-09-15,2022-09-15,30,160.0,4800.0,Delivered On Time
PO000594,M15,S04,Shree Base Materials Co.,2022-09-26,2022-10-06,2022-10-06,50,160.0,8000.0,Delivered On Time
PO000595,M15,S04,Shree Base Materials Co.,2022-10-10,2022-10-20,2022-10-20,30,160.0,4800.0,Delivered On Time
PO000596,M15,S04,Shree Base Materials Co.,2022-10-24,2022-11-03,2022-11-03,50,160.0,8000.0,Delivered On Time
PO000597,M15,S04,Shree Base Materials Co.,2022-11-07,2022-11-17,2022-11-17,40,160.0,6400.0,Delivered On Time
PO000598,M15,S04,Shree Base Materials Co.,2022-11-21,2022-12-01,2022-12-01,30,160.0,4800.0,Delivered On Time
PO000599,M15,S04,Shree Base Materials Co.,2022-12-05,2022-12-15,2022-12-15,50,160.0,8000.0,Delivered On Time
PO000600,M15,S04,Shree Base Materials Co.,2022-12-19,2022-12-29,2022-12-29,40,160.0,6400.0,Delivered On Time
PO000601,M15,S04,Shree Base Materials Co.,2023-01-02,2023-01-12,2023-01-12,40,160.0,6400.0,Delivered On Time
PO000602,M15,S04,Shree Base Materials Co.,2023-01-23,2023-02-02,2023-02-02,40,160.0,6400.0,Delivered On Time
PO000603,M15,S04,Shree Base Materials Co.,2023-02-27,2023-03-09,2023-03-09,30,160.0,4800.0,Delivered On Time
PO000604,M15,S04,Shree Base Materials Co.,2023-04-03,2023-04-13,2023-04-13,30,160.0,4800.0,Delivered On Time
PO000605,M15,S04,Shree Base Materials Co.,2023-05-08,2023-05-18,2023-05-18,30,160.0,4800.0,Delivered On Time
PO000606,M15,S04,Shree Base Materials Co.,2023-06-05,2023-06-15,2023-06-15,30,160.0,4800.0,Delivered On Time
PO000607,M15,S04,Shree Base Materials Co.,2023-07-10,2023-07-20,2023-07-20,40,160.0,6400.0,Delivered On Time
PO000608,M15,S04,Shree Base Materials Co.,2023-08-14,2023-08-24,2023-08-24,30,160.0,4800.0,Delivered On Time
PO000609,M15,S04,Shree Base Materials Co.,2023-09-04,2023-09-14,2023-09-14,30,160.0,4800.0,Delivered On Time
PO000610,M15,S04,Shree Base Materials Co.,2023-09-25,2023-10-05,2023-10-05,50,160.0,8000.0,Delivered On Time
PO000611,M15,S04,Shree Base Materials Co.,2023-10-09,2023-10-19,2023-10-19,40,160.0,6400.0,Delivered On Time
PO000612,M15,S04,Shree Base Materials Co.,2023-10-23,2023-11-02,2023-11-02,50,160.0,8000.0,Delivered On Time
PO000613,M15,S04,Shree Base Materials Co.,2023-11-06,2023-11-16,2023-11-16,30,160.0,4800.0,Delivered On Time
PO000614,M15,S04,Shree Base Materials Co.,2023-11-20,2023-11-30,2023-11-30,60,160.0,9600.0,Delivered On Time
PO000615,M15,S04,Shree Base Materials Co.,2023-12-04,2023-12-14,2023-12-14,40,160.0,6400.0,Delivered On Time
PO000616,M15,S04,Shree Base Materials Co.,2023-12-18,2023-12-28,2023-12-28,50,160.0,8000.0,Delivered On Time
PO000617,M15,S04,Shree Base Materials Co.,2024-01-01,2024-01-11,2024-01-11,50,160.0,8000.0,Delivered On Time
PO000618,M15,S04,Shree Base Materials Co.,2024-01-15,2024-01-25,2024-01-25,40,160.0,6400.0,Delivered On Time
PO000619,M15,S04,Shree Base Materials Co.,2024-02-12,2024-02-22,2024-02-22,40,160.0,6400.0,Delivered On Time
PO000620,M15,S04,Shree Base Materials Co.,2024-03-18,2024-03-28,2024-03-28,40,160.0,6400.0,Delivered On Time
PO000621,M15,S04,Shree Base Materials Co.,2024-04-15,2024-04-25,2024-04-25,30,160.0,4800.0,Delivered On Time
PO000622,M15,S04,Shree Base Materials Co.,2024-05-13,2024-05-23,2024-05-23,30,160.0,4800.0,Delivered On Time
PO000623,M15,S04,Shree Base Materials Co.,2024-06-03,2024-06-13,2024-06-20,30,160.0,4800.0,Delivered Late
PO000624,M15,S04,Shree Base Materials Co.,2024-07-01,2024-07-11,2024-07-11,40,160.0,6400.0,Delivered On Time
PO000625,M15,S04,Shree Base Materials Co.,2024-07-29,2024-08-08,2024-08-08,40,160.0,6400.0,Delivered On Time
PO000626,M15,S04,Shree Base Materials Co.,2024-08-19,2024-08-29,2024-08-29,40,160.0,6400.0,Delivered On Time
PO000627,M15,S04,Shree Base Materials Co.,2024-09-02,2024-09-12,2024-09-12,40,160.0,6400.0,Delivered On Time
PO000628,M15,S04,Shree Base Materials Co.,2024-09-16,2024-09-26,2024-09-26,50,160.0,8000.0,Delivered On Time
PO000629,M15,S04,Shree Base Materials Co.,2024-09-30,2024-10-10,2024-10-10,50,160.0,8000.0,Delivered On Time
PO000630,M15,S04,Shree Base Materials Co.,2024-10-14,2024-10-24,2024-10-24,40,160.0,6400.0,Delivered On Time
PO000631,M15,S04,Shree Base Materials Co.,2024-10-28,2024-11-07,2024-11-07,40,160.0,6400.0,Delivered On Time
PO000632,M15,S04,Shree Base Materials Co.,2024-11-04,2024-11-14,2024-11-14,30,160.0,4800.0,Delivered On Time
PO000633,M15,S04,Shree Base Materials Co.,2024-11-18,2024-11-28,2024-11-28,30,160.0,4800.0,Delivered On Time
PO000634,M15,S04,Shree Base Materials Co.,2024-12-09,2024-12-19,2024-12-19,40,160.0,6400.0,Delivered On Time
PO000635,M16,S03,Vindhya Herb Traders,2022-01-10,2022-01-25,2022-01-25,40,290.0,11600.0,Delivered On Time
PO000636,M16,S03,Vindhya Herb Traders,2022-02-07,2022-02-22,2022-02-22,50,290.0,14500.0,Delivered On Time
PO000637,M16,S03,Vindhya Herb Traders,2022-03-07,2022-03-22,2022-03-22,40,290.0,11600.0,Delivered On Time
PO000638,M16,S03,Vindhya Herb Traders,2022-03-28,2022-04-12,2022-04-12,40,290.0,11600.0,Delivered On Time
PO000639,M16,S03,Vindhya Herb Traders,2022-04-25,2022-05-10,2022-05-10,40,290.0,11600.0,Delivered On Time
PO000640,M16,S03,Vindhya Herb Traders,2022-05-23,2022-06-07,2022-06-07,40,290.0,11600.0,Delivered On Time
PO000641,M16,S03,Vindhya Herb Traders,2022-06-27,2022-07-12,2022-07-12,40,290.0,11600.0,Delivered On Time
PO000642,M16,S03,Vindhya Herb Traders,2022-07-25,2022-08-09,2022-08-09,50,290.0,14500.0,Delivered On Time
PO000643,M16,S03,Vindhya Herb Traders,2022-08-22,2022-09-06,2022-09-06,50,290.0,14500.0,Delivered On Time
PO000644,M16,S03,Vindhya Herb Traders,2022-09-05,2022-09-20,2022-09-27,50,290.0,14500.0,Delivered Late
PO000645,M16,S03,Vindhya Herb Traders,2022-10-10,2022-10-25,2022-11-01,50,290.0,14500.0,Delivered Late
PO000646,M16,S03,Vindhya Herb Traders,2022-10-31,2022-11-15,2022-11-15,40,290.0,11600.0,Delivered On Time
PO000647,M16,S03,Vindhya Herb Traders,2022-12-05,2022-12-20,2022-12-27,40,290.0,11600.0,Delivered Late
PO000648,M16,S03,Vindhya Herb Traders,2022-12-26,2023-01-10,2023-01-10,40,290.0,11600.0,Delivered On Time
PO000649,M16,S03,Vindhya Herb Traders,2023-01-23,2023-02-07,2023-02-07,40,290.0,11600.0,Delivered On Time
PO000650,M16,S03,Vindhya Herb Traders,2023-02-13,2023-02-28,2023-02-28,40,290.0,11600.0,Delivered On Time
PO000651,M16,S03,Vindhya Herb Traders,2023-03-13,2023-03-28,2023-03-28,40,290.0,11600.0,Delivered On Time
PO000652,M16,S03,Vindhya Herb Traders,2023-04-03,2023-04-18,2023-04-18,40,290.0,11600.0,Delivered On Time
PO000653,M16,S03,Vindhya Herb Traders,2023-05-01,2023-05-16,2023-05-16,40,290.0,11600.0,Delivered On Time
PO000654,M16,S03,Vindhya Herb Traders,2023-05-29,2023-06-13,2023-06-13,50,290.0,14500.0,Delivered On Time
PO000655,M16,S03,Vindhya Herb Traders,2023-06-26,2023-07-11,2023-07-11,40,290.0,11600.0,Delivered On Time
PO000656,M16,S03,Vindhya Herb Traders,2023-07-17,2023-08-01,2023-08-01,40,290.0,11600.0,Delivered On Time
PO000657,M16,S03,Vindhya Herb Traders,2023-08-14,2023-08-29,2023-08-29,40,290.0,11600.0,Delivered On Time
PO000658,M16,S03,Vindhya Herb Traders,2023-08-28,2023-09-12,2023-09-12,40,290.0,11600.0,Delivered On Time
PO000659,M16,S03,Vindhya Herb Traders,2023-09-18,2023-10-03,2023-10-03,40,290.0,11600.0,Delivered On Time
PO000660,M16,S03,Vindhya Herb Traders,2023-10-16,2023-10-31,2023-10-31,40,290.0,11600.0,Delivered On Time
PO000661,M16,S03,Vindhya Herb Traders,2023-11-06,2023-11-21,2023-11-21,50,290.0,14500.0,Delivered On Time
