PO_ID,PO_Date,SupplierID,SupplierName,MaterialID,MaterialName,Category,UnitOfMeasure,OrderQuantity,UnitCost_INR,BaseCost_INR,GST_Rate_Percent,GST_Amount_INR,FreightCost_INR,TotalPOValue_INR,PromisedLeadTimeDays,ExpectedDeliveryDate,ActualDeliveryDate,DelayDays,DeliveryStatus,PaymentTermsDays
PO-2022-0165,2022-07-16,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,44.8,1238.6,55489.28,12,6658.71,2357.55,64505.54,26,2022-08-11,2022-08-11,0,On-Time,45
PO-2022-0166,2022-07-18,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,33.8,1896.05,64086.49,12,7690.38,1339.96,73116.83,26,2022-08-13,2022-08-13,0,On-Time,45
PO-2022-0167,2022-07-19,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,268.5,176.38,47358.03,5,2367.9,2345.15,52071.08,29,2022-08-17,2022-08-17,0,On-Time,30
PO-2022-0168,2022-07-23,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6676.0,4.1,27371.6,18,4926.89,1492.3,33790.79,8,2022-07-31,2022-07-31,0,On-Time,15
PO-2022-0169,2022-07-24,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,38.4,235.72,9051.65,18,1629.3,1530.45,12211.4,11,2022-08-04,2022-08-04,0,On-Time,60
PO-2022-0170,2022-07-26,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,335.0,230.47,77207.45,5,3860.37,2836.67,83904.49,34,2022-08-29,2022-08-29,0,On-Time,30
PO-2022-0171,2022-07-26,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,6715.0,5.23,35119.45,18,6321.5,888.26,42329.21,7,2022-08-02,2022-08-02,0,On-Time,15
PO-2022-0172,2022-07-26,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,29.0,405.52,11760.08,12,1411.21,1251.92,14423.21,17,2022-08-12,2022-08-11,-1,Early,45
PO-2022-0173,2022-07-28,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,138.6,145.7,20194.02,18,3634.92,2442.36,26271.3,12,2022-08-09,2022-08-09,0,On-Time,60
PO-2022-0174,2022-07-29,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10550.0,1.11,11710.5,18,2107.89,580.49,14398.88,8,2022-08-06,2022-08-09,3,Delayed,15
PO-2022-0175,2022-07-29,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1026.0,27.71,28430.46,18,5117.48,1675.03,35222.97,7,2022-08-05,2022-08-04,-1,Early,15
PO-2022-0176,2022-08-01,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,20.3,1057.82,21473.75,12,2576.85,1236.94,25287.54,19,2022-08-20,2022-08-20,0,On-Time,45
PO-2022-0177,2022-08-03,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,14.0,692.21,9690.94,12,1162.91,1135.38,11989.23,18,2022-08-21,2022-08-19,-2,Early,45
PO-2022-0178,2022-08-03,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,23.9,1138.39,27207.52,12,3264.9,1836.86,32309.28,22,2022-08-25,2022-08-24,-1,Early,45
PO-2022-0179,2022-08-04,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,28.7,987.34,28336.66,12,3400.4,1927.01,33664.07,22,2022-08-26,2022-08-24,-2,Early,45
PO-2022-0180,2022-08-04,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,172.3,195.05,33607.12,5,1680.36,1904.21,37191.69,32,2022-09-05,2022-09-05,0,On-Time,30
PO-2022-0181,2022-08-07,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7273.0,5.38,39128.74,18,7043.17,903.44,47075.35,8,2022-08-15,2022-08-15,0,On-Time,15
PO-2022-0182,2022-08-07,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,167.7,204.96,34371.79,5,1718.59,1742.05,37832.43,32,2022-09-08,2022-09-08,0,On-Time,30
PO-2022-0183,2022-08-08,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,292.5,186.35,54507.38,5,2725.37,2597.59,59830.34,32,2022-09-09,2022-09-09,0,On-Time,30
PO-2022-0184,2022-08-09,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,108.4,109.73,11894.73,18,2141.05,2100.64,16136.42,8,2022-08-17,2022-08-17,0,On-Time,60
PO-2022-0185,2022-08-09,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6188.0,4.01,24813.88,18,4466.5,1525.75,30806.13,11,2022-08-20,2022-08-20,0,On-Time,15
PO-2022-0186,2022-08-11,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,51.1,1243.53,63544.38,12,7625.33,2480.91,73650.62,28,2022-09-08,2022-09-08,0,On-Time,45
PO-2022-0187,2022-08-14,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,9294.0,1.13,10502.22,18,1890.4,572.33,12964.95,7,2022-08-21,2022-08-21,0,On-Time,15
PO-2022-0188,2022-08-17,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1030.0,28.4,29252.0,18,5265.36,1753.43,36270.79,10,2022-08-27,2022-08-26,-1,Early,15
PO-2022-0189,2022-08-17,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,37.2,1925.57,71631.2,12,8595.74,1389.1,81616.04,28,2022-09-14,2022-09-14,0,On-Time,45
PO-2022-0190,2022-08-19,SUP002,Vindhya Botanicals,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,283.1,236.7,67009.77,5,3350.49,2313.08,72673.34,32,2022-09-20,2022-09-20,0,On-Time,30
PO-2022-0191,2022-08-22,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7411.0,5.16,38240.76,18,6883.34,962.66,46086.76,7,2022-08-29,2022-08-29,0,On-Time,15
PO-2022-0192,2022-08-22,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,28.0,399.49,11185.72,12,1342.29,1324.62,13852.63,13,2022-09-04,2022-09-03,-1,Early,45
PO-2022-0193,2022-08-27,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,171.3,194.95,33394.93,5,1669.75,1805.2,36869.88,32,2022-09-28,2022-09-28,0,On-Time,30
PO-2022-0194,2022-08-27,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,14.0,673.94,9435.16,12,1132.22,1156.76,11724.14,15,2022-09-11,2022-09-11,0,On-Time,45
PO-2022-0195,2022-08-27,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6989.0,3.82,26697.98,18,4805.64,1507.25,33010.87,10,2022-09-06,2022-09-06,0,On-Time,15
PO-2022-0196,2022-08-28,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,36.2,244.24,8841.49,18,1591.47,1525.58,11958.54,10,2022-09-07,2022-09-07,0,On-Time,60
PO-2022-0197,2022-08-29,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,246.1,178.87,44019.91,5,2201.0,2247.6,48468.51,30,2022-09-28,2022-09-28,0,On-Time,30
PO-2022-0198,2022-08-30,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,160.8,146.13,23497.7,18,4229.59,2927.97,30655.26,13,2022-09-12,2022-09-12,0,On-Time,60
PO-2022-0199,2022-08-30,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10358.0,1.19,12326.02,18,2218.68,517.5,15062.2,8,2022-09-07,2022-09-10,3,Delayed,15
PO-2022-0200,2022-08-30,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,181.1,212.5,38483.75,5,1924.19,1731.53,42139.47,31,2022-09-30,2022-09-30,0,On-Time,30
PO-2022-0201,2022-09-02,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,24.1,1135.01,27353.74,12,3282.45,1850.33,32486.52,19,2022-09-21,2022-09-21,0,On-Time,45
PO-2022-0202,2022-09-03,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,23.0,1060.27,24386.21,12,2926.35,1223.29,28535.85,18,2022-09-21,2022-09-21,0,On-Time,45
PO-2022-0203,2022-09-03,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,109.3,105.22,11500.55,18,2070.1,2204.97,15775.62,12,2022-09-15,2022-09-15,0,On-Time,60
PO-2022-0204,2022-09-04,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,25.6,1021.25,26144.0,12,3137.28,2023.68,31304.96,22,2022-09-26,2022-10-03,7,Delayed,45
PO-2022-0205,2022-09-05,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,6885.0,5.28,36352.8,18,6543.5,852.82,43749.12,10,2022-09-15,2022-09-15,0,On-Time,15
PO-2022-0206,2022-09-06,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1098.0,27.71,30425.58,18,5476.6,1940.99,37843.17,9,2022-09-15,2022-09-15,0,On-Time,15
PO-2022-0207,2022-09-11,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,280.2,236.43,66247.69,5,3312.38,2612.28,72172.35,32,2022-10-13,2022-10-13,0,On-Time,30
PO-2022-0208,2022-09-11,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,44.9,1186.4,53269.36,12,6392.32,2369.01,62030.69,27,2022-10-08,2022-10-08,0,On-Time,45
PO-2022-0209,2022-09-13,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,32.0,415.77,13304.64,12,1596.56,1389.1,16290.3,14,2022-09-27,2022-10-03,6,Delayed,45
PO-2022-0210,2022-09-14,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,6473.0,3.86,24985.78,18,4497.44,1553.8,31037.02,11,2022-09-25,2022-09-25,0,On-Time,15
PO-2022-0211,2022-09-15,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10513.0,1.15,12089.95,18,2176.19,517.36,14783.5,6,2022-09-21,2022-09-21,0,On-Time,15
PO-2022-0212,2022-09-15,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,40.9,1801.31,73673.58,12,8840.83,1534.76,84049.17,27,2022-10-12,2022-10-12,0,On-Time,45
PO-2022-0213,2022-09-17,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,200.2,196.8,39399.36,5,1969.97,1956.26,43325.59,33,2022-10-20,2022-10-19,-1,Early,30
PO-2022-0214,2022-09-19,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,258.0,183.4,47317.2,5,2365.86,2456.51,52139.57,32,2022-10-21,2022-10-26,5,Delayed,30
PO-2022-0215,2022-09-20,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,7305.0,5.18,37839.9,18,6811.18,954.95,45606.03,6,2022-09-26,2022-09-26,0,On-Time,15
PO-2022-0216,2022-09-23,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,191.5,212.17,40630.56,5,2031.53,1829.64,44491.73,33,2022-10-26,2022-10-26,0,On-Time,30
PO-2022-0217,2022-09-25,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,16.0,687.1,10993.6,12,1319.23,1210.86,13523.69,14,2022-10-09,2022-10-09,0,On-Time,45
PO-2022-0218,2022-09-26,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1138.0,29.19,33218.22,18,5979.28,1917.45,41114.95,10,2022-10-06,2022-10-06,0,On-Time,15
PO-2022-0219,2022-09-28,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,10251.0,1.17,11993.67,18,2158.86,507.12,14659.65,7,2022-10-05,2022-10-05,0,On-Time,15
PO-2022-0220,2022-09-29,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,36.7,244.15,8960.31,18,1612.86,1354.8,11927.97,12,2022-10-11,2022-10-11,0,On-Time,60
PO-2022-0221,2022-10-01,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,191.1,140.77,26901.15,18,4842.21,3111.35,34854.71,11,2022-10-12,2022-10-10,-2,Early,60
PO-2022-0222,2022-10-02,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,407.4,239.53,97584.52,5,4879.23,3441.69,105905.44,19,2022-10-21,2022-10-21,0,On-Time,30
PO-2022-0223,2022-10-02,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,7671.0,4.1,31451.1,18,5661.2,1630.13,38742.43,7,2022-10-09,2022-10-09,0,On-Time,15
PO-2022-0224,2022-10-03,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,26.6,1033.79,27498.81,12,3299.86,1346.48,32145.15,18,2022-10-21,2022-10-21,0,On-Time,45
PO-2022-0225,2022-10-05,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,37.0,418.37,15479.69,12,1857.56,1344.37,18681.62,15,2022-10-20,2022-10-19,-1,Early,45
PO-2022-0226,2022-10-05,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9356.0,5.49,51364.44,18,9245.6,1063.93,61673.97,8,2022-10-13,2022-10-11,-2,Early,15
PO-2022-0227,2022-10-05,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,138.0,113.11,15609.18,18,2809.65,2290.36,20709.19,11,2022-10-16,2022-10-16,0,On-Time,60
PO-2022-0228,2022-10-06,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,28.2,1141.08,32178.46,12,3861.42,2085.31,38125.19,19,2022-10-25,2022-10-25,0,On-Time,45
PO-2022-0229,2022-10-07,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,54.6,1170.33,63900.02,12,7668.0,2398.32,73966.34,17,2022-10-24,2022-10-24,0,On-Time,45
PO-2022-0230,2022-10-08,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,31.6,1008.72,31875.55,12,3825.07,2085.07,37785.69,18,2022-10-26,2022-10-24,-2,Early,45
PO-2022-0231,2022-10-12,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1394.0,27.28,38028.32,18,6845.1,2229.18,47102.6,6,2022-10-18,2022-10-18,0,On-Time,15
PO-2022-0232,2022-10-12,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,313.1,180.72,56583.43,5,2829.17,2873.67,62286.27,16,2022-10-28,2022-10-28,0,On-Time,30
PO-2022-0233,2022-10-14,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,11758.0,1.2,14109.6,18,2539.73,528.87,17178.2,6,2022-10-20,2022-10-20,0,On-Time,15
PO-2022-0234,2022-10-14,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,207.5,192.17,39875.27,5,1993.76,1856.24,43725.27,20,2022-11-03,2022-11-03,0,On-Time,30
PO-2022-0235,2022-10-14,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8702.0,3.87,33676.74,18,6061.81,1963.31,41701.86,8,2022-10-22,2022-10-22,0,On-Time,15
PO-2022-0236,2022-10-16,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8493.0,5.38,45692.34,18,8224.62,933.22,54850.18,9,2022-10-25,2022-10-25,0,On-Time,15
PO-2022-0237,2022-10-17,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,202.9,206.73,41945.52,5,2097.28,2025.02,46067.82,20,2022-11-06,2022-11-06,0,On-Time,30
PO-2022-0238,2022-10-17,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,42.1,1855.94,78135.07,12,9376.21,1482.92,88994.2,12,2022-10-29,2022-10-28,-1,Early,45
PO-2022-0239,2022-10-19,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,17.0,718.64,12216.88,12,1466.03,1147.48,14830.39,18,2022-11-06,2022-11-12,6,Delayed,45
PO-2022-0240,2022-10-19,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,336.6,225.04,75748.46,5,3787.42,2849.29,82385.17,19,2022-11-07,2022-11-07,0,On-Time,30
PO-2022-0241,2022-10-21,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,175.8,137.7,24207.66,18,4357.38,2752.36,31317.4,12,2022-11-02,2022-11-02,0,On-Time,60
PO-2022-0242,2022-10-24,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,35.0,394.09,13793.15,12,1655.18,1259.36,16707.69,15,2022-11-08,2022-11-16,8,Delayed,45
PO-2022-0243,2022-10-26,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,28.3,1012.57,28655.73,12,3438.69,1292.4,33386.82,18,2022-11-13,2022-11-13,0,On-Time,45
PO-2022-0244,2022-10-27,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8827.0,5.53,48813.31,18,8786.4,987.56,58587.27,9,2022-11-05,2022-11-05,0,On-Time,15
PO-2022-0245,2022-10-27,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8811.0,4.1,36125.1,18,6502.52,2044.47,44672.09,8,2022-11-04,2022-11-04,0,On-Time,15
PO-2022-0246,2022-10-28,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,11269.0,1.18,13297.42,18,2393.54,538.79,16229.75,6,2022-11-03,2022-11-03,0,On-Time,15
PO-2022-0247,2022-10-28,SUP002,Vindhya Botanicals,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,299.3,185.64,55562.05,5,2778.1,2555.12,60895.27,18,2022-11-15,2022-11-15,0,On-Time,30
PO-2022-0248,2022-10-28,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,47.8,241.43,11540.35,18,2077.26,1518.17,15135.78,12,2022-11-09,2022-11-07,-2,Early,60
PO-2022-0249,2022-10-29,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1253.0,27.64,34632.92,18,6233.93,2124.14,42990.99,8,2022-11-06,2022-11-06,0,On-Time,15
PO-2022-0250,2022-10-31,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,142.1,106.15,15083.92,18,2715.11,2559.39,20358.42,9,2022-11-09,2022-11-09,0,On-Time,60
PO-2022-0251,2022-10-31,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,63.5,1234.08,78364.08,12,9403.69,2555.42,90323.19,15,2022-11-15,2022-11-26,11,Delayed,45
PO-2022-0252,2022-11-03,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,30.8,1144.59,35253.37,12,4230.4,2008.76,41492.53,19,2022-11-22,2022-11-22,0,On-Time,45
PO-2022-0253,2022-11-04,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,204.5,197.38,40364.21,5,2018.21,2093.5,44475.92,20,2022-11-24,2022-11-24,0,On-Time,30
PO-2022-0254,2022-11-04,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,35.6,999.89,35596.08,12,4271.53,2215.85,42083.46,21,2022-11-25,2022-11-25,0,On-Time,45
PO-2022-0255,2022-11-06,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,203.8,198.25,40403.35,5,2020.17,2023.67,44447.19,21,2022-11-27,2022-11-27,0,On-Time,30
PO-2022-0256,2022-11-06,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,9249.0,5.22,48279.78,18,8690.36,1099.16,58069.3,8,2022-11-14,2022-11-14,0,On-Time,15
PO-2022-0257,2022-11-06,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,399.3,239.44,95608.39,5,4780.42,3059.34,103448.15,20,2022-11-26,2022-11-24,-2,Early,30
PO-2022-0258,2022-11-09,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8569.0,4.07,34875.83,18,6277.65,1826.49,42979.97,7,2022-11-16,2022-11-16,0,On-Time,15
PO-2022-0259,2022-11-11,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,18.0,718.26,12928.68,12,1551.44,1231.45,15711.57,16,2022-11-27,2022-11-27,0,On-Time,45
PO-2022-0260,2022-11-11,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,12290.0,1.11,13641.9,18,2455.54,540.46,16637.9,5,2022-11-16,2022-11-20,4,Delayed,15
PO-2022-0261,2022-11-12,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1379.0,27.99,38598.21,18,6947.68,2136.79,47682.68,9,2022-11-21,2022-11-21,0,On-Time,15
PO-2022-0262,2022-11-13,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,182.3,136.97,24969.63,18,4494.53,2949.19,32413.35,12,2022-11-25,2022-11-25,0,On-Time,60
PO-2022-0263,2022-11-13,SUP004,Girnar Ayur Ingredients,RM008,Turmeric Curcumin Extract (95%),Herbal Extracts,kg,48.0,1833.64,88014.72,12,10561.77,1590.77,100167.26,12,2022-11-25,2022-11-25,0,On-Time,45
PO-2022-0264,2022-11-13,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,313.6,185.12,58053.63,5,2902.68,2533.57,63489.88,18,2022-12-01,2022-12-01,0,On-Time,30
PO-2022-0265,2022-11-17,SUP006,Capsico Gelatin & Capsules,RM013,"Gelatin Capsules (Size 00, '000s)",Capsules,'000 units,38.0,407.92,15500.96,12,1860.12,1370.19,18731.27,13,2022-11-30,2022-12-05,5,Delayed,45
PO-2022-0266,2022-11-17,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8444.0,5.57,47033.08,18,8465.95,1017.31,56516.34,8,2022-11-25,2022-11-25,0,On-Time,15
PO-2022-0267,2022-11-22,SUP008,Malwa Print & Cartons,RM016,Printed Cartons (units),Packaging,units,8367.0,4.06,33970.02,18,6114.6,1813.81,41898.43,8,2022-11-30,2022-11-30,0,On-Time,15
PO-2022-0268,2022-11-23,SUP008,Malwa Print & Cartons,RM017,Product Labels (units),Packaging,units,12230.0,1.16,14186.8,18,2553.62,572.47,17312.89,5,2022-11-28,2022-11-28,0,On-Time,15
PO-2022-0269,2022-11-23,SUP005,Chemico Excipients Ltd,RM012,Maize Starch,Excipients,kg,127.0,107.25,13620.75,18,2451.74,2422.73,18495.22,11,2022-12-04,2022-12-03,-1,Early,60
PO-2022-0270,2022-11-24,SUP004,Girnar Ayur Ingredients,RM007,Shatavari Extract,Herbal Extracts,kg,24.8,1063.76,26381.25,12,3165.75,1248.61,30795.61,19,2022-12-13,2022-12-13,0,On-Time,45
PO-2022-0271,2022-11-25,SUP007,Indore Packaging Solutions,RM018,Corrugated Shipping Boxes (units),Packaging,units,1349.0,27.68,37340.32,18,6721.26,2393.33,46454.91,10,2022-12-05,2022-12-05,0,On-Time,15
PO-2022-0272,2022-11-25,SUP002,Vindhya Botanicals,RM003,Amla Fruit (Dried),Raw Herbs,kg,239.0,205.54,49124.06,5,2456.2,2245.78,53826.04,20,2022-12-15,2022-12-20,5,Delayed,30
PO-2022-0273,2022-11-26,SUP001,Madhya Herbs Pvt Ltd,RM004,Giloy Stem (Dried),Raw Herbs,kg,225.7,185.65,41901.21,5,2095.06,2245.25,46241.52,23,2022-12-19,2022-12-19,0,On-Time,30
PO-2022-0274,2022-11-26,SUP005,Chemico Excipients Ltd,RM011,Magnesium Stearate,Excipients,kg,43.9,252.41,11080.8,18,1994.54,1516.37,14591.71,12,2022-12-08,2022-12-08,0,On-Time,60
PO-2022-0275,2022-11-26,SUP003,Himalayan Herb Extracts,RM005,Ashwagandha Extract (5% Withanolides),Herbal Extracts,kg,59.6,1245.86,74253.26,12,8910.39,2634.16,85797.81,14,2022-12-10,2022-12-10,0,On-Time,45
PO-2022-0276,2022-11-27,SUP001,Madhya Herbs Pvt Ltd,RM001,Ashwagandha Root (Dried),Raw Herbs,kg,347.8,224.52,78088.06,5,3904.4,3100.29,85092.75,18,2022-12-15,2022-12-15,0,On-Time,30
PO-2022-0277,2022-11-28,SUP003,Himalayan Herb Extracts,RM009,Triphala Extract,Herbal Extracts,kg,34.5,1017.82,35114.79,12,4213.77,2233.01,41561.57,20,2022-12-18,2022-12-18,0,On-Time,45
PO-2022-0278,2022-11-29,SUP007,Indore Packaging Solutions,RM015,HDPE Bottles 100ml (units),Packaging,units,8418.0,5.23,44026.14,18,7924.71,970.27,52921.12,8,2022-12-07,2022-12-07,0,On-Time,15
PO-2022-0279,2022-11-29,SUP001,Madhya Herbs Pvt Ltd,RM002,Tulsi Leaves (Dried),Raw Herbs,kg,313.6,178.2,55883.52,5,2794.18,2659.37,61337.07,16,2022-12-15,2022-12-15,0,On-Time,30
PO-2022-0280,2022-12-02,SUP006,Capsico Gelatin & Capsules,RM014,"Veg HPMC Capsules (Size 0, '000s)",Capsules,'000 units,16.0,678.75,10860.0,12,1303.2,1185.15,13348.35,18,2022-12-20,2022-12-20,0,On-Time,45
PO-2022-0281,2022-12-02,SUP003,Himalayan Herb Extracts,RM006,Brahmi Extract,Herbal Extracts,kg,28.2,1107.59,31234.04,12,3748.08,2002.01,36984.13,20,2022-12-22,2022-12-22,0,On-Time,45
PO-2022-0282,2022-12-04,SUP005,Chemico Excipients Ltd,RM010,Microcrystalline Cellulose (MCC),Excipients,kg,168.4,140.38,23639.99,18,4255.2,2734.65,30629.84,13,2022-12-17,2022-12-17,0,On-Time,60
