BatchID,ProductID,ProductionWeekEnd,QuantityProduced,RejectQty,GoodQty,RawMaterialCost,LaborCost,OverheadCost,TotalProductionCost,UnitProductionCost
B001675,P011,2024-03-03,174,3,171,18130.8,2719.62,1813.08,22663.5,130.25
B001676,P011,2024-03-10,147,3,144,15317.4,2297.61,1531.74,19146.75,130.25
B001677,P011,2024-03-17,140,3,137,14588.0,2188.2,1458.8,18235.0,130.25
B001678,P011,2024-03-24,176,4,172,18339.2,2750.88,1833.92,22924.0,130.25
B001679,P011,2024-03-31,168,3,165,17505.6,2625.84,1750.56,21882.0,130.25
B001680,P011,2024-04-07,123,2,121,12816.6,1922.49,1281.66,16020.75,130.25
B001681,P011,2024-04-14,135,3,132,14067.0,2110.05,1406.7,17583.75,130.25
B001682,P011,2024-04-21,188,4,184,19589.6,2938.44,1958.96,24487.0,130.25
B001683,P011,2024-04-28,109,2,107,11357.8,1703.67,1135.78,14197.25,130.25
B001684,P011,2024-05-05,135,3,132,14067.0,2110.05,1406.7,17583.75,130.25
B001685,P011,2024-05-12,214,4,210,22298.8,3344.82,2229.88,27873.5,130.25
B001686,P011,2024-05-19,356,7,349,37095.2,5564.28,3709.52,46369.0,130.25
B001687,P011,2024-05-26,350,7,343,36470.0,5470.5,3647.0,45587.5,130.25
B001688,P011,2024-06-02,302,6,296,31468.4,4720.26,3146.84,39335.5,130.25
B001689,P011,2024-06-09,348,7,341,36261.6,5439.24,3626.16,45327.0,130.25
B001690,P011,2024-06-16,342,7,335,35636.4,5345.46,3563.64,44545.5,130.25
B001691,P011,2024-06-23,316,6,310,32927.2,4939.08,3292.72,41159.0,130.25
B001692,P011,2024-06-30,396,8,388,41263.2,6189.48,4126.32,51579.0,130.25
B001693,P011,2024-07-07,290,6,284,30218.0,4532.7,3021.8,37772.5,130.25
B001694,P011,2024-07-14,297,6,291,30947.4,4642.11,3094.74,38684.25,130.25
B001695,P011,2024-07-21,382,8,374,39804.4,5970.66,3980.44,49755.5,130.25
B001696,P011,2024-07-28,436,9,427,45431.2,6814.68,4543.12,56789.0,130.25
B001697,P011,2024-08-04,273,5,268,28446.6,4266.99,2844.66,35558.25,130.25
B001698,P011,2024-08-11,362,7,355,37720.4,5658.06,3772.04,47150.5,130.25
B001699,P011,2024-08-18,308,6,302,32093.6,4814.04,3209.36,40117.0,130.25
B001700,P011,2024-08-25,241,5,236,25112.2,3766.83,2511.22,31390.25,130.25
B001701,P011,2024-09-01,408,8,400,42513.6,6377.04,4251.36,53142.0,130.25
B001702,P011,2024-09-08,299,6,293,31155.8,4673.37,3115.58,38944.75,130.25
B001703,P011,2024-09-15,245,5,240,25529.0,3829.35,2552.9,31911.25,130.25
B001704,P011,2024-09-22,165,3,162,17193.0,2578.95,1719.3,21491.25,130.25
B001705,P011,2024-09-29,195,4,191,20319.0,3047.85,2031.9,25398.75,130.25
B001706,P011,2024-10-06,230,5,225,23966.0,3594.9,2396.6,29957.5,130.25
B001707,P011,2024-10-13,143,3,140,14900.6,2235.09,1490.06,18625.75,130.25
B001708,P011,2024-10-20,100,2,98,10420.0,1563.0,1042.0,13025.0,130.25
B001709,P011,2024-10-27,69,1,68,7189.8,1078.47,718.98,8987.25,130.25
B001710,P011,2024-11-03,98,2,96,10211.6,1531.74,1021.16,12764.5,130.25
B001711,P011,2024-11-10,104,2,102,10836.8,1625.52,1083.68,13546.0,130.25
B001712,P011,2024-11-17,131,3,128,13650.2,2047.53,1365.02,17062.75,130.25
B001713,P011,2024-11-24,104,2,102,10836.8,1625.52,1083.68,13546.0,130.25
B001714,P011,2024-12-01,123,2,121,12816.6,1922.49,1281.66,16020.75,130.25
B001715,P011,2024-12-08,75,2,73,7815.0,1172.25,781.5,9768.75,130.25
B001716,P011,2024-12-15,58,1,57,6043.6,906.54,604.36,7554.5,130.25
B001717,P011,2024-12-22,122,2,120,12712.4,1906.86,1271.24,15890.5,130.25
B001718,P011,2024-12-29,75,2,73,7815.0,1172.25,781.5,9768.75,130.25
B001719,P011,2025-01-05,269,5,264,28029.8,4204.47,2802.98,35037.25,130.25
B001720,P012,2022-01-02,304,6,298,20170.4,3025.56,2017.04,25213.0,82.94
B001721,P012,2022-01-09,290,6,284,19241.5,2886.22,1924.15,24051.87,82.94
B001722,P012,2022-01-16,190,4,186,12606.5,1890.98,1260.65,15758.13,82.94
B001723,P012,2022-01-23,259,5,254,17184.65,2577.7,1718.46,21480.81,82.94
B001724,P012,2022-01-30,200,4,196,13270.0,1990.5,1327.0,16587.5,82.94
B001725,P012,2022-02-06,187,4,183,12407.45,1861.12,1240.75,15509.32,82.94
B001726,P012,2022-02-13,136,3,133,9023.6,1353.54,902.36,11279.5,82.94
B001727,P012,2022-02-20,67,1,66,4445.45,666.82,444.54,5556.81,82.94
B001728,P012,2022-02-27,50,1,49,3317.5,497.62,331.75,4146.87,82.94
B001729,P012,2022-03-06,115,2,113,7630.25,1144.54,763.03,9537.82,82.94
B001730,P012,2022-03-13,66,1,65,4379.1,656.86,437.91,5473.87,82.94
B001731,P012,2022-03-20,67,1,66,4445.45,666.82,444.54,5556.81,82.94
B001732,P012,2022-03-27,92,2,90,6104.2,915.63,610.42,7630.25,82.94
B001733,P012,2022-04-03,76,2,74,5042.6,756.39,504.26,6303.25,82.94
B001734,P012,2022-04-10,90,2,88,5971.5,895.72,597.15,7464.37,82.94
B001735,P012,2022-04-17,131,3,128,8691.85,1303.78,869.18,10864.81,82.94
B001736,P012,2022-04-24,90,2,88,5971.5,895.72,597.15,7464.37,82.94
B001737,P012,2022-05-01,72,1,71,4777.2,716.58,477.72,5971.5,82.94
B001738,P012,2022-05-08,71,1,70,4710.85,706.63,471.08,5888.56,82.94
B001739,P012,2022-05-15,88,2,86,5838.8,875.82,583.88,7298.5,82.94
B001740,P012,2022-05-22,75,2,73,4976.25,746.44,497.62,6220.31,82.94
B001741,P012,2022-05-29,47,1,46,3118.45,467.77,311.85,3898.07,82.94
B001742,P012,2022-06-05,90,2,88,5971.5,895.72,597.15,7464.37,82.94
B001743,P012,2022-06-12,110,2,108,7298.5,1094.77,729.85,9123.12,82.94
B001744,P012,2022-06-19,78,2,76,5175.3,776.3,517.53,6469.13,82.94
B001745,P012,2022-06-26,101,2,99,6701.35,1005.2,670.14,8376.69,82.94
B001746,P012,2022-07-03,94,2,92,6236.9,935.53,623.69,7796.12,82.94
B001747,P012,2022-07-10,120,2,118,7962.0,1194.3,796.2,9952.5,82.94
B001748,P012,2022-07-17,125,2,123,8293.75,1244.06,829.38,10367.19,82.94
B001749,P012,2022-07-24,89,2,87,5905.15,885.77,590.52,7381.44,82.94
B001750,P012,2022-07-31,74,1,73,4909.9,736.48,490.99,6137.37,82.94
B001751,P012,2022-08-07,129,3,126,8559.15,1283.87,855.92,10698.94,82.94
B001752,P012,2022-08-14,97,2,95,6435.95,965.39,643.6,8044.94,82.94
B001753,P012,2022-08-21,71,1,70,4710.85,706.63,471.08,5888.56,82.94
B001754,P012,2022-08-28,116,2,114,7696.6,1154.49,769.66,9620.75,82.94
B001755,P012,2022-09-04,45,1,44,2985.75,447.86,298.58,3732.19,82.94
B001756,P012,2022-09-11,139,3,136,9222.65,1383.4,922.26,11528.31,82.94
B001757,P012,2022-09-18,168,3,165,11146.8,1672.02,1114.68,13933.5,82.94
B001758,P012,2022-09-25,104,2,102,6900.4,1035.06,690.04,8625.5,82.94
B001759,P012,2022-10-02,107,2,105,7099.45,1064.92,709.94,8874.31,82.94
B001760,P012,2022-10-09,118,2,116,7829.3,1174.4,782.93,9786.63,82.94
B001761,P012,2022-10-16,330,7,323,21895.5,3284.32,2189.55,27369.37,82.94
B001762,P012,2022-10-23,120,2,118,7962.0,1194.3,796.2,9952.5,82.94
B001763,P012,2022-10-30,323,6,317,21431.05,3214.66,2143.1,26788.81,82.94
B001764,P012,2022-11-06,136,3,133,9023.6,1353.54,902.36,11279.5,82.94
B001765,P012,2022-11-13,322,6,316,21364.7,3204.7,2136.47,26705.87,82.94
B001766,P012,2022-11-20,142,3,139,9421.7,1413.26,942.17,11777.13,82.94
B001767,P012,2022-11-27,256,5,251,16985.6,2547.84,1698.56,21232.0,82.94
B001768,P012,2022-12-04,204,4,200,13535.4,2030.31,1353.54,16919.25,82.94
B001769,P012,2022-12-11,258,5,253,17118.3,2567.74,1711.83,21397.87,82.94
B001770,P012,2022-12-18,206,4,202,13668.1,2050.22,1366.81,17085.13,82.94
B001771,P012,2022-12-25,284,6,278,18843.4,2826.51,1884.34,23554.25,82.94
B001772,P012,2023-01-01,249,5,244,16521.15,2478.17,1652.12,20651.44,82.94
B001773,P012,2023-01-08,246,5,241,16322.1,2448.32,1632.21,20402.63,82.94
B001774,P012,2023-01-15,279,6,273,18511.65,2776.75,1851.17,23139.57,82.94
B001775,P012,2023-01-22,280,6,274,18578.0,2786.7,1857.8,23222.5,82.94
B001776,P012,2023-01-29,198,4,194,13137.3,1970.59,1313.73,16421.62,82.94
B001777,P012,2023-02-05,233,5,228,15459.55,2318.93,1545.96,19324.44,82.94
B001778,P012,2023-02-12,106,2,104,7033.1,1054.96,703.31,8791.37,82.94
B001779,P012,2023-02-19,64,1,63,4246.4,636.96,424.64,5308.0,82.94
B001780,P012,2023-02-26,86,2,84,5706.1,855.92,570.61,7132.63,82.94
B001781,P012,2023-03-05,82,2,80,5440.7,816.1,544.07,6800.87,82.94
B001782,P012,2023-03-12,75,2,73,4976.25,746.44,497.62,6220.31,82.94
B001783,P012,2023-03-19,124,2,122,8227.4,1234.11,822.74,10284.25,82.94
B001784,P012,2023-03-26,71,1,70,4710.85,706.63,471.08,5888.56,82.94
B001785,P012,2023-04-02,95,2,93,6303.25,945.49,630.33,7879.07,82.94
B001786,P012,2023-04-09,88,2,86,5838.8,875.82,583.88,7298.5,82.94
B001787,P012,2023-04-16,57,1,56,3781.95,567.29,378.2,4727.44,82.94
B001788,P012,2023-04-23,87,2,85,5772.45,865.87,577.24,7215.56,82.94
B001789,P012,2023-04-30,88,2,86,5838.8,875.82,583.88,7298.5,82.94
B001790,P012,2023-05-07,58,1,57,3848.3,577.24,384.83,4810.37,82.94
B001791,P012,2023-05-14,113,2,111,7497.55,1124.63,749.76,9371.94,82.94
B001792,P012,2023-05-21,63,1,62,4180.05,627.01,418.01,5225.07,82.94
B001793,P012,2023-05-28,92,2,90,6104.2,915.63,610.42,7630.25,82.94
B001794,P012,2023-06-04,77,2,75,5108.95,766.34,510.9,6386.19,82.94
B001795,P012,2023-06-11,123,2,121,8161.05,1224.16,816.1,10201.31,82.94
B001796,P012,2023-06-18,144,3,141,9554.4,1433.16,955.44,11943.0,82.94
B001797,P012,2023-06-25,73,1,72,4843.55,726.53,484.36,6054.44,82.94
B001798,P012,2023-07-02,154,3,151,10217.9,1532.68,1021.79,12772.37,82.94
B001799,P012,2023-07-09,113,2,111,7497.55,1124.63,749.76,9371.94,82.94
B001800,P012,2023-07-16,131,3,128,8691.85,1303.78,869.18,10864.81,82.94
B001801,P012,2023-07-23,122,2,120,8094.7,1214.2,809.47,10118.37,82.94
B001802,P012,2023-07-30,59,1,58,3914.65,587.2,391.46,4893.31,82.94
B001803,P012,2023-08-06,110,2,108,7298.5,1094.77,729.85,9123.12,82.94
B001804,P012,2023-08-13,140,3,137,9289.0,1393.35,928.9,11611.25,82.94
B001805,P012,2023-08-20,80,2,78,5308.0,796.2,530.8,6635.0,82.94
B001806,P012,2023-08-27,106,2,104,7033.1,1054.96,703.31,8791.37,82.94
B001807,P012,2023-09-03,87,2,85,5772.45,865.87,577.24,7215.56,82.94
B001808,P012,2023-09-10,98,2,96,6502.3,975.34,650.23,8127.87,82.94
B001809,P012,2023-09-17,94,2,92,6236.9,935.53,623.69,7796.12,82.94
B001810,P012,2023-09-24,150,3,147,9952.5,1492.88,995.25,12440.63,82.94
B001811,P012,2023-10-01,165,3,162,10947.75,1642.16,1094.78,13684.69,82.94
B001812,P012,2023-10-08,124,2,122,8227.4,1234.11,822.74,10284.25,82.94
B001813,P012,2023-10-15,268,5,263,17781.8,2667.27,1778.18,22227.25,82.94
B001814,P012,2023-10-22,274,5,269,18179.9,2726.98,1817.99,22724.87,82.94
B001815,P012,2023-10-29,297,6,291,19705.95,2955.89,1970.6,24632.44,82.94
B001816,P012,2023-11-05,340,7,333,22559.0,3383.85,2255.9,28198.75,82.94
B001817,P012,2023-11-12,299,6,293,19838.65,2975.8,1983.87,24798.32,82.94
B001818,P012,2023-11-19,350,7,343,23222.5,3483.38,2322.25,29028.13,82.94
B001819,P012,2023-11-26,214,4,210,14198.9,2129.84,1419.89,17748.63,82.94
B001820,P012,2023-12-03,247,5,242,16388.45,2458.27,1638.85,20485.57,82.94
B001821,P012,2023-12-10,248,5,243,16454.8,2468.22,1645.48,20568.5,82.94
B001822,P012,2023-12-17,239,5,234,15857.65,2378.65,1585.76,19822.06,82.94
B001823,P012,2023-12-24,349,7,342,23156.15,3473.42,2315.62,28945.19,82.94
B001824,P012,2023-12-31,176,4,172,11677.6,1751.64,1167.76,14597.0,82.94
B001825,P012,2024-01-07,150,3,147,9952.5,1492.88,995.25,12440.63,82.94
B001826,P012,2024-01-14,206,4,202,13668.1,2050.22,1366.81,17085.13,82.94
B001827,P012,2024-01-21,306,6,300,20303.1,3045.46,2030.31,25378.87,82.94
B001828,P012,2024-01-28,262,5,257,17383.7,2607.55,1738.37,21729.62,82.94
B001829,P012,2024-02-04,235,5,230,15592.25,2338.84,1559.22,19490.31,82.94
B001830,P012,2024-02-11,151,3,148,10018.85,1502.83,1001.89,12523.57,82.94
B001831,P012,2024-02-18,135,3,132,8957.25,1343.59,895.72,11196.56,82.94
B001832,P012,2024-02-25,121,2,119,8028.35,1204.25,802.84,10035.44,82.94
B001833,P012,2024-03-03,92,2,90,6104.2,915.63,610.42,7630.25,82.94
B001834,P012,2024-03-10,100,2,98,6635.0,995.25,663.5,8293.75,82.94
B001835,P012,2024-03-17,128,3,125,8492.8,1273.92,849.28,10616.0,82.94
B001836,P012,2024-03-24,71,1,70,4710.85,706.63,471.08,5888.56,82.94
B001837,P012,2024-03-31,101,2,99,6701.35,1005.2,670.14,8376.69,82.94
B001838,P012,2024-04-07,102,2,100,6767.7,1015.16,676.77,8459.63,82.94
B001839,P012,2024-04-14,77,2,75,5108.95,766.34,510.9,6386.19,82.94
B001840,P012,2024-04-21,91,2,89,6037.85,905.68,603.79,7547.32,82.94
B001841,P012,2024-04-28,84,2,82,5573.4,836.01,557.34,6966.75,82.94
B001842,P012,2024-05-05,89,2,87,5905.15,885.77,590.52,7381.44,82.94
B001843,P012,2024-05-12,92,2,90,6104.2,915.63,610.42,7630.25,82.94
B001844,P012,2024-05-19,115,2,113,7630.25,1144.54,763.03,9537.82,82.94
B001845,P012,2024-05-26,92,2,90,6104.2,915.63,610.42,7630.25,82.94
B001846,P012,2024-06-02,89,2,87,5905.15,885.77,590.52,7381.44,82.94
B001847,P012,2024-06-09,123,2,121,8161.05,1224.16,816.1,10201.31,82.94
B001848,P012,2024-06-16,114,2,112,7563.9,1134.58,756.39,9454.87,82.94
B001849,P012,2024-06-23,127,3,124,8426.45,1263.97,842.65,10533.07,82.94
B001850,P012,2024-06-30,110,2,108,7298.5,1094.77,729.85,9123.12,82.94
B001851,P012,2024-07-07,111,2,109,7364.85,1104.73,736.49,9206.07,82.94
B001852,P012,2024-07-14,157,3,154,10416.95,1562.54,1041.7,13021.19,82.94
B001853,P012,2024-07-21,100,2,98,6635.0,995.25,663.5,8293.75,82.94
B001854,P012,2024-07-28,85,2,83,5639.75,845.96,563.98,7049.69,82.94
B001855,P012,2024-08-04,155,3,152,10284.25,1542.64,1028.42,12855.31,82.94
B001856,P012,2024-08-11,135,3,132,8957.25,1343.59,895.72,11196.56,82.94
B001857,P012,2024-08-18,96,2,94,6369.6,955.44,636.96,7962.0,82.94
B001858,P012,2024-08-25,127,3,124,8426.45,1263.97,842.65,10533.07,82.94
B001859,P012,2024-09-01,143,3,140,9488.05,1423.21,948.8,11860.06,82.94
B001860,P012,2024-09-08,119,2,117,7895.65,1184.35,789.56,9869.56,82.94
B001861,P012,2024-09-15,162,3,159,10748.7,1612.3,1074.87,13435.87,82.94
B001862,P012,2024-09-22,224,4,220,14862.4,2229.36,1486.24,18578.0,82.94
B001863,P012,2024-09-29,130,3,127,8625.5,1293.82,862.55,10781.87,82.94
B001864,P012,2024-10-06,305,6,299,20236.75,3035.51,2023.68,25295.94,82.94
B001865,P012,2024-10-13,338,7,331,22426.3,3363.94,2242.63,28032.87,82.94
B001866,P012,2024-10-20,372,7,365,24682.2,3702.33,2468.22,30852.75,82.94
B001867,P012,2024-10-27,258,5,253,17118.3,2567.74,1711.83,21397.87,82.94
B001868,P012,2024-11-03,249,5,244,16521.15,2478.17,1652.12,20651.44,82.94
B001869,P012,2024-11-10,542,11,531,35961.7,5394.25,3596.17,44952.12,82.94
B001870,P012,2024-11-17,213,4,209,14132.55,2119.88,1413.26,17665.69,82.94
B001871,P012,2024-11-24,309,6,303,20502.15,3075.32,2050.22,25627.69,82.94
B001872,P012,2024-12-01,310,6,304,20568.5,3085.28,2056.85,25710.63,82.94
B001873,P012,2024-12-08,268,5,263,17781.8,2667.27,1778.18,22227.25,82.94
B001874,P012,2024-12-15,68,1,67,4511.8,676.77,451.18,5639.75,82.94
B001875,P012,2024-12-22,164,3,161,10881.4,1632.21,1088.14,13601.75,82.94
B001876,P012,2024-12-29,4,0,4,265.4,39.81,26.54,331.75,82.94
B001877,P012,2025-01-05,290,6,284,19241.5,2886.22,1924.15,24051.87,82.94
B001878,P013,2022-01-30,48,1,47,2342.4,351.36,234.24,2928.0,61.0
B001879,P013,2022-02-06,64,1,63,3123.2,468.48,312.32,3904.0,61.0
B001880,P013,2022-02-13,99,2,97,4831.2,724.68,483.12,6039.0,61.0
B001881,P013,2022-02-20,67,1,66,3269.6,490.44,326.96,4087.0,61.0
B001882,P013,2022-02-27,76,2,74,3708.8,556.32,370.88,4636.0,61.0
B001883,P013,2022-03-06,126,3,123,6148.8,922.32,614.88,7686.0,61.0
B001884,P013,2022-03-13,82,2,80,4001.6,600.24,400.16,5002.0,61.0
B001885,P013,2022-03-20,71,1,70,3464.8,519.72,346.48,4331.0,61.0
B001886,P013,2022-03-27,100,2,98,4880.0,732.0,488.0,6100.0,61.0
B001887,P013,2022-04-03,127,3,124,6197.6,929.64,619.76,7747.0,61.0
B001888,P013,2022-04-10,95,2,93,4636.0,695.4,463.6,5795.0,61.0
B001889,P013,2022-04-17,65,1,64,3172.0,475.8,317.2,3965.0,61.0
B001890,P013,2022-04-24,197,4,193,9613.6,1442.04,961.36,12017.0,61.0
B001891,P013,2022-05-01,112,2,110,5465.6,819.84,546.56,6832.0,61.0
B001892,P013,2022-05-08,162,3,159,7905.6,1185.84,790.56,9882.0,61.0
B001893,P013,2022-05-15,217,4,213,10589.6,1588.44,1058.96,13237.0,61.0
B001894,P013,2022-05-22,333,7,326,16250.4,2437.56,1625.04,20313.0,61.0
B001895,P013,2022-05-29,194,4,190,9467.2,1420.08,946.72,11834.0,61.0
B001896,P013,2022-06-05,275,6,269,13420.0,2013.0,1342.0,16775.0,61.0
B001897,P013,2022-06-12,263,5,258,12834.4,1925.16,1283.44,16043.0,61.0
B001898,P013,2022-06-19,282,6,276,13761.6,2064.24,1376.16,17202.0,61.0
B001899,P013,2022-06-26,216,4,212,10540.8,1581.12,1054.08,13176.0,61.0
B001900,P013,2022-07-03,207,4,203,10101.6,1515.24,1010.16,12627.0,61.0
B001901,P013,2022-07-10,181,4,177,8832.8,1324.92,883.28,11041.0,61.0
B001902,P013,2022-07-17,313,6,307,15274.4,2291.16,1527.44,19093.0,61.0
B001903,P013,2022-07-24,235,5,230,11468.0,1720.2,1146.8,14335.0,61.0
B001904,P013,2022-07-31,274,5,269,13371.2,2005.68,1337.12,16714.0,61.0
B001905,P013,2022-08-07,282,6,276,13761.6,2064.24,1376.16,17202.0,61.0
B001906,P013,2022-08-14,285,6,279,13908.0,2086.2,1390.8,17385.0,61.0
B001907,P013,2022-08-21,205,4,201,10004.0,1500.6,1000.4,12505.0,61.0
B001908,P013,2022-08-28,274,5,269,13371.2,2005.68,1337.12,16714.0,61.0
B001909,P013,2022-09-04,252,5,247,12297.6,1844.64,1229.76,15372.0,61.0
B001910,P013,2022-09-11,347,7,340,16933.6,2540.04,1693.36,21167.0,61.0
B001911,P013,2022-09-18,133,3,130,6490.4,973.56,649.04,8113.0,61.0
B001912,P013,2022-09-25,125,2,123,6100.0,915.0,610.0,7625.0,61.0
B001913,P013,2022-10-02,109,2,107,5319.2,797.88,531.92,6649.0,61.0
B001914,P013,2022-10-09,148,3,145,7222.4,1083.36,722.24,9028.0,61.0
B001915,P013,2022-10-16,106,2,104,5172.8,775.92,517.28,6466.0,61.0
B001916,P013,2022-10-23,40,1,39,1952.0,292.8,195.2,2440.0,61.0
B001917,P013,2022-10-30,107,2,105,5221.6,783.24,522.16,6527.0,61.0
B001918,P013,2022-11-06,105,2,103,5124.0,768.6,512.4,6405.0,61.0
B001919,P013,2022-11-13,68,1,67,3318.4,497.76,331.84,4148.0,61.0
B001920,P013,2022-11-20,83,2,81,4050.4,607.56,405.04,5063.0,61.0
B001921,P013,2022-11-27,63,1,62,3074.4,461.16,307.44,3843.0,61.0
B001922,P013,2022-12-04,105,2,103,5124.0,768.6,512.4,6405.0,61.0
B001923,P013,2022-12-11,84,2,82,4099.2,614.88,409.92,5124.0,61.0
B001924,P013,2022-12-18,63,1,62,3074.4,461.16,307.44,3843.0,61.0
B001925,P013,2022-12-25,70,1,69,3416.0,512.4,341.6,4270.0,61.0
B001926,P013,2023-01-01,66,1,65,3220.8,483.12,322.08,4026.0,61.0
B001927,P013,2023-01-08,60,1,59,2928.0,439.2,292.8,3660.0,61.0
B001928,P013,2023-01-15,119,2,117,5807.2,871.08,580.72,7259.0,61.0
B001929,P013,2023-01-22,56,1,55,2732.8,409.92,273.28,3416.0,61.0
B001930,P013,2023-01-29,65,1,64,3172.0,475.8,317.2,3965.0,61.0
B001931,P013,2023-02-05,109,2,107,5319.2,797.88,531.92,6649.0,61.0
B001932,P013,2023-02-12,61,1,60,2976.8,446.52,297.68,3721.0,61.0
B001933,P013,2023-02-19,97,2,95,4733.6,710.04,473.36,5917.0,61.0
B001934,P013,2023-02-26,126,3,123,6148.8,922.32,614.88,7686.0,61.0
B001935,P013,2023-03-05,153,3,150,7466.4,1119.96,746.64,9333.0,61.0
B001936,P013,2023-03-12,164,3,161,8003.2,1200.48,800.32,10004.0,61.0
B001937,P013,2023-03-19,120,2,118,5856.0,878.4,585.6,7320.0,61.0
B001938,P013,2023-03-26,124,2,122,6051.2,907.68,605.12,7564.0,61.0
B001939,P013,2023-04-02,121,2,119,5904.8,885.72,590.48,7381.0,61.0
B001940,P013,2023-04-09,131,3,128,6392.8,958.92,639.28,7991.0,61.0
B001941,P013,2023-04-16,105,2,103,5124.0,768.6,512.4,6405.0,61.0
B001942,P013,2023-04-23,131,3,128,6392.8,958.92,639.28,7991.0,61.0
B001943,P013,2023-04-30,106,2,104,5172.8,775.92,517.28,6466.0,61.0
B001944,P013,2023-05-07,105,2,103,5124.0,768.6,512.4,6405.0,61.0
B001945,P013,2023-05-14,222,4,218,10833.6,1625.04,1083.36,13542.0,61.0
B001946,P013,2023-05-21,255,5,250,12444.0,1866.6,1244.4,15555.0,61.0
B001947,P013,2023-05-28,254,5,249,12395.2,1859.28,1239.52,15494.0,61.0
B001948,P013,2023-06-04,278,6,272,13566.4,2034.96,1356.64,16958.0,61.0
B001949,P013,2023-06-11,269,5,264,13127.2,1969.08,1312.72,16409.0,61.0
B001950,P013,2023-06-18,262,5,257,12785.6,1917.84,1278.56,15982.0,61.0
B001951,P013,2023-06-25,294,6,288,14347.2,2152.08,1434.72,17934.0,61.0
B001952,P013,2023-07-02,344,7,337,16787.2,2518.08,1678.72,20984.0,61.0
B001953,P013,2023-07-09,327,7,320,15957.6,2393.64,1595.76,19947.0,61.0
B001954,P013,2023-07-16,229,5,224,11175.2,1676.28,1117.52,13969.0,61.0
B001955,P013,2023-07-23,320,6,314,15616.0,2342.4,1561.6,19520.0,61.0
B001956,P013,2023-07-30,219,4,215,10687.2,1603.08,1068.72,13359.0,61.0
B001957,P013,2023-08-06,276,6,270,13468.8,2020.32,1346.88,16836.0,61.0
B001958,P013,2023-08-13,253,5,248,12346.4,1851.96,1234.64,15433.0,61.0
B001959,P013,2023-08-20,271,5,266,13224.8,1983.72,1322.48,16531.0,61.0
B001960,P013,2023-08-27,354,7,347,17275.2,2591.28,1727.52,21594.0,61.0
B001961,P013,2023-09-03,276,6,270,13468.8,2020.32,1346.88,16836.0,61.0
B001962,P013,2023-09-10,317,6,311,15469.6,2320.44,1546.96,19337.0,61.0
B001963,P013,2023-09-17,157,3,154,7661.6,1149.24,766.16,9577.0,61.0
B001964,P013,2023-09-24,102,2,100,4977.6,746.64,497.76,6222.0,61.0
B001965,P013,2023-10-01,173,3,170,8442.4,1266.36,844.24,10553.0,61.0
B001966,P013,2023-10-08,61,1,60,2976.8,446.52,297.68,3721.0,61.0
B001967,P013,2023-10-15,63,1,62,3074.4,461.16,307.44,3843.0,61.0
B001968,P013,2023-10-22,128,3,125,6246.4,936.96,624.64,7808.0,61.0
B001969,P013,2023-10-29,61,1,60,2976.8,446.52,297.68,3721.0,61.0
B001970,P013,2023-11-05,63,1,62,3074.4,461.16,307.44,3843.0,61.0
B001971,P013,2023-11-12,81,2,79,3952.8,592.92,395.28,4941.0,61.0
B001972,P013,2023-11-19,106,2,104,5172.8,775.92,517.28,6466.0,61.0
B001973,P013,2023-11-26,67,1,66,3269.6,490.44,326.96,4087.0,61.0
B001974,P013,2023-12-03,77,2,75,3757.6,563.64,375.76,4697.0,61.0
B001975,P013,2023-12-10,108,2,106,5270.4,790.56,527.04,6588.0,61.0
B001976,P013,2023-12-17,67,1,66,3269.6,490.44,326.96,4087.0,61.0
B001977,P013,2023-12-24,128,3,125,6246.4,936.96,624.64,7808.0,61.0
B001978,P013,2023-12-31,98,2,96,4782.4,717.36,478.24,5978.0,61.0
B001979,P013,2024-01-07,112,2,110,5465.6,819.84,546.56,6832.0,61.0
B001980,P013,2024-01-14,118,2,116,5758.4,863.76,575.84,7198.0,61.0
B001981,P013,2024-01-21,122,2,120,5953.6,893.04,595.36,7442.0,61.0
B001982,P013,2024-01-28,70,1,69,3416.0,512.4,341.6,4270.0,61.0
B001983,P013,2024-02-04,85,2,83,4148.0,622.2,414.8,5185.0,61.0
B001984,P013,2024-02-11,97,2,95,4733.6,710.04,473.36,5917.0,61.0
B001985,P013,2024-02-18,191,4,187,9320.8,1398.12,932.08,11651.0,61.0
B001986,P013,2024-02-25,92,2,90,4489.6,673.44,448.96,5612.0,61.0
B001987,P013,2024-03-03,170,3,167,8296.0,1244.4,829.6,10370.0,61.0
B001988,P013,2024-03-10,111,2,109,5416.8,812.52,541.68,6771.0,61.0
B001989,P013,2024-03-17,146,3,143,7124.8,1068.72,712.48,8906.0,61.0
B001990,P013,2024-03-24,127,3,124,6197.6,929.64,619.76,7747.0,61.0
B001991,P013,2024-03-31,135,3,132,6588.0,988.2,658.8,8235.0,61.0
B001992,P013,2024-04-07,182,4,178,8881.6,1332.24,888.16,11102.0,61.0
B001993,P013,2024-04-14,160,3,157,7808.0,1171.2,780.8,9760.0,61.0
B001994,P013,2024-04-21,174,3,171,8491.2,1273.68,849.12,10614.0,61.0
B001995,P013,2024-04-28,121,2,119,5904.8,885.72,590.48,7381.0,61.0
B001996,P013,2024-05-05,176,4,172,8588.8,1288.32,858.88,10736.0,61.0
B001997,P013,2024-05-12,225,4,221,10980.0,1647.0,1098.0,13725.0,61.0
